ddlat;ddlon;tax
-74.2;10.5;Acanthocoleus_aberrans_var_laevis
-74.2;10.5;Acanthocoleus_aberrans_var_laevis
-76.1;1.62;Acanthocoleus_aberrans_var_laevis
-74.47;5.92;Acanthocoleus_aberrans_var_laevis
-76.19;5.39;Acanthocoleus_aberrans_var_laevis
-75.49;4.71;Acanthocoleus_aberrans_var_laevis
-75.5;4.71;Acanthocoleus_aberrans_var_laevis
-75.23;4.43;Acanthocoleus_aberrans_var_laevis
-73.04;7.17;Acanthocoleus_aberrans_var_laevis
-73.25;5.4;Acrobolbus_cuneifolius
-75.1;6.22;Acrobolbus_laxus
-75.1;6.22;Acrobolbus_laxus
-76.28;5.03;Acrobolbus_laxus
-72.43;6.05;Acrobolbus_laxus
-73.03;5.95;Acrobolbus_laxus
-74.22;4.87;Acrobolbus_laxus
-73.75;4.52;Acrobolbus_laxus
-73.75;4.52;Acrobolbus_laxus
-73.75;4.52;Acrobolbus_laxus
-75.92;5.3;Acrobolbus_laxus
-75.32;4.67;Acrobolbus_laxus
-75.08;4.7;Acrobolbus_laxus
-75.05;4.82;Acrobolbus_laxus
-77.2;1.2;Acrobolbus_laxus
-74.42;3.75;Acrobolbus_laxus
-75.25;5.72;Acrobolbus_setaceus
-72.28;6.45;Acrobolbus_wilsonii
-77.1;7.8;Acrolejeunea_emergens
-77.1;7.8;Acrolejeunea_emergens
-73.62;4.11;Acrolejeunea_torulosa
-73.22;4.84;Acrolejeunea_torulosa
-73.27;4.86;Acrolejeunea_torulosa
-73.36;4.51;Acrolejeunea_torulosa
-75.51;4.71;Acrolejeunea_torulosa
-78.3;2.64;Acrolejeunea_torulosa
-78.3;2.64;Acrolejeunea_torulosa
-78.33;2.65;Acrolejeunea_torulosa
-73.06;7.13;Acrolejeunea_torulosa
-72.25;6.1;Acrolejeunea_torulosa
-72.63;2.57;Acrolejeunea_torulosa
-74.42;5.03;Adelanthus_aureomarginatus
-74.21;5.01;Adelanthus_aureomarginatus
-74.17;5.01;Adelanthus_aureomarginatus
-76.3;5.73;Adelanthus_carabayensis
-76.3;4.72;Adelanthus_carabayensis
-75.32;4.63;Adelanthus_carabayensis
-75.1;6.22;Adelanthus_lindenbergianus
-73.94;11.01;Adelanthus_lindenbergianus
-74.1;3.92;Adelanthus_lindenbergianus
-74.11;3.94;Adelanthus_lindenbergianus
-74.1;3.92;Adelanthus_lindenbergianus
-74.1;3.92;Adelanthus_lindenbergianus
-74.1;3.92;Adelanthus_lindenbergianus
-74.11;3.94;Adelanthus_lindenbergianus
-72.58;6;Adelanthus_lindenbergianus
-72.42;6.09;Adelanthus_lindenbergianus
-72.58;6;Adelanthus_lindenbergianus
-73.08;4.82;Adelanthus_lindenbergianus
-74.18;5.02;Adelanthus_lindenbergianus
-74.18;5.02;Adelanthus_lindenbergianus
-74;5.22;Adelanthus_lindenbergianus
-74;5.22;Adelanthus_lindenbergianus
-74.19;5.01;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.72;4.53;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.83;4.76;Adelanthus_lindenbergianus
-73.75;4.52;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.75;4.52;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.72;4.53;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.75;4.55;Adelanthus_lindenbergianus
-73.76;4.59;Adelanthus_lindenbergianus
-73.76;4.59;Adelanthus_lindenbergianus
-76.06;5.13;Adelanthus_lindenbergianus
-76.06;5.13;Adelanthus_lindenbergianus
-75.62;4.83;Adelanthus_lindenbergianus
-75.5;4.82;Adelanthus_lindenbergianus
-75.5;4.82;Adelanthus_lindenbergianus
-75.47;4.84;Adelanthus_lindenbergianus
-75.47;4.84;Adelanthus_lindenbergianus
-75.5;4.82;Adelanthus_lindenbergianus
-75.49;4.83;Adelanthus_lindenbergianus
-75.35;4.64;Adelanthus_lindenbergianus
-75.35;4.64;Adelanthus_lindenbergianus
-77.12;0.97;Adelanthus_lindenbergianus
-74.02;4.56;Adelanthus_lindenbergianus
-74.25;4.06;Adelanthus_lindenbergianus
-74.25;4.06;Adelanthus_lindenbergianus
-74.2;4.28;Adelanthus_lindenbergianus
-74.3;3.97;Adelanthus_lindenbergianus
-74.42;3.75;Adelanthus_lindenbergianus
-74.42;3.75;Adelanthus_lindenbergianus
-74.17;3.99;Adelanthus_pittieri
-74.25;3.75;Adelanthus_pittieri
-73.45;5.7;Adelanthus_pittieri
-73.47;5.7;Adelanthus_pittieri
-73.43;5.76;Adelanthus_pittieri
-74.17;5.04;Adelanthus_pittieri
-74.14;5.03;Adelanthus_pittieri
-74.21;5.01;Adelanthus_pittieri
-74.21;5.01;Adelanthus_pittieri
-74.19;5.01;Adelanthus_pittieri
-74.19;5.01;Adelanthus_pittieri
-74.14;5.03;Adelanthus_pittieri
-74.17;5.03;Adelanthus_pittieri
-74.17;5.03;Adelanthus_pittieri
-74.17;5.04;Adelanthus_pittieri
-74.22;4.87;Adelanthus_pittieri
-73.75;4.55;Adelanthus_pittieri
-73.75;4.55;Adelanthus_pittieri
-73.82;4.85;Adelanthus_pittieri
-73.95;4.95;Adelanthus_pittieri
-73.5;4.82;Adelanthus_pittieri
-76.05;5.13;Adelanthus_pittieri
-76.05;5.13;Adelanthus_pittieri
-75.53;4.85;Adelanthus_pittieri
-75.54;4.85;Adelanthus_pittieri
-75.53;4.84;Adelanthus_pittieri
-75.52;4.83;Adelanthus_pittieri
-75.52;4.83;Adelanthus_pittieri
-75.53;4.84;Adelanthus_pittieri
-75.52;4.83;Adelanthus_pittieri
-75.54;4.85;Adelanthus_pittieri
-75.5;4.82;Adelanthus_pittieri
-75.52;4.83;Adelanthus_pittieri
-75.52;4.83;Adelanthus_pittieri
-75.43;4.78;Adelanthus_pittieri
-75.44;4.75;Adelanthus_pittieri
-75.44;4.75;Adelanthus_pittieri
-75.47;4.73;Adelanthus_pittieri
-75.44;4.75;Adelanthus_pittieri
-75.46;4.83;Adelanthus_pittieri
-75.5;4.82;Adelanthus_pittieri
-75.47;4.84;Adelanthus_pittieri
-75.49;4.83;Adelanthus_pittieri
-75.48;4.82;Adelanthus_pittieri
-75.36;4.65;Adelanthus_pittieri
-75.32;4.6;Adelanthus_pittieri
-75.36;4.65;Adelanthus_pittieri
-75.08;4.7;Adelanthus_pittieri
-75.33;4.6;Adelanthus_pittieri
-75.33;4.6;Adelanthus_pittieri
-73.42;6.17;Adelanthus_pittieri
-76.52;5.76;Allorgella_schnellii
-75.67;6.33;Alobiellopsis_dominicensis
-76.04;5.41;Alobiellopsis_dominicensis
-76.04;5.41;Alobiellopsis_dominicensis
-78.17;2.99;Alobiellopsis_dominicensis
-78.17;2.99;Alobiellopsis_dominicensis
-73.97;11.02;Anastrophyllum_auritum
-73.97;11.03;Anastrophyllum_auritum
-73.97;11.03;Anastrophyllum_auritum
-74.06;3.98;Anastrophyllum_auritum
-74.06;3.98;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.16;3.95;Anastrophyllum_auritum
-74.13;3.91;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.13;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.06;3.98;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.13;3.91;Anastrophyllum_auritum
-74.06;3.98;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.13;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.11;3.94;Anastrophyllum_auritum
-74.25;3.75;Anastrophyllum_auritum
-74.25;3.75;Anastrophyllum_auritum
-72.92;6.08;Anastrophyllum_auritum
-72.53;6.01;Anastrophyllum_auritum
-72.53;6.01;Anastrophyllum_auritum
-72.89;6.04;Anastrophyllum_auritum
-72.53;6.01;Anastrophyllum_auritum
-72.53;6.01;Anastrophyllum_auritum
-72.53;6.01;Anastrophyllum_auritum
-72.89;6.04;Anastrophyllum_auritum
-72.53;6.01;Anastrophyllum_auritum
-72.58;6.08;Anastrophyllum_auritum
-72.3;6.42;Anastrophyllum_auritum
-72.32;6.37;Anastrophyllum_auritum
-72.31;6.4;Anastrophyllum_auritum
-72.32;6.37;Anastrophyllum_auritum
-72.31;6.4;Anastrophyllum_auritum
-72.32;6.48;Anastrophyllum_auritum
-72.42;6.47;Anastrophyllum_auritum
-72.45;6.07;Anastrophyllum_auritum
-72.45;6.07;Anastrophyllum_auritum
-72.39;6.09;Anastrophyllum_auritum
-73.38;5.75;Anastrophyllum_auritum
-73.33;5.76;Anastrophyllum_auritum
-73.11;5.95;Anastrophyllum_auritum
-73.11;5.95;Anastrophyllum_auritum
-72.58;5.99;Anastrophyllum_auritum
-72.62;5.88;Anastrophyllum_auritum
-72.62;5.93;Anastrophyllum_auritum
-72.62;5.93;Anastrophyllum_auritum
-72.82;5.59;Anastrophyllum_auritum
-72.82;5.59;Anastrophyllum_auritum
-74;5.22;Anastrophyllum_auritum
-74;5.22;Anastrophyllum_auritum
-74.18;5.02;Anastrophyllum_auritum
-74.19;5;Anastrophyllum_auritum
-74.19;5;Anastrophyllum_auritum
-74;5.22;Anastrophyllum_auritum
-74.19;5.01;Anastrophyllum_auritum
-73.96;5.2;Anastrophyllum_auritum
-74;5.22;Anastrophyllum_auritum
-74;5.22;Anastrophyllum_auritum
-74.3;4.58;Anastrophyllum_auritum
-74.23;4.82;Anastrophyllum_auritum
-73.81;4.73;Anastrophyllum_auritum
-73.83;4.76;Anastrophyllum_auritum
-73.85;4.76;Anastrophyllum_auritum
-73.75;4.55;Anastrophyllum_auritum
-73.75;4.52;Anastrophyllum_auritum
-73.75;4.55;Anastrophyllum_auritum
-73.85;4.76;Anastrophyllum_auritum
-73.75;4.55;Anastrophyllum_auritum
-73.83;4.72;Anastrophyllum_auritum
-73.82;4.72;Anastrophyllum_auritum
-73.82;4.72;Anastrophyllum_auritum
-73.83;4.72;Anastrophyllum_auritum
-73.82;4.72;Anastrophyllum_auritum
-73.82;4.72;Anastrophyllum_auritum
-73.85;4.81;Anastrophyllum_auritum
-73.79;4.88;Anastrophyllum_auritum
-73.92;4.75;Anastrophyllum_auritum
-73.79;4.88;Anastrophyllum_auritum
-74.25;4.11;Anastrophyllum_auritum
-74.32;4.43;Anastrophyllum_auritum
-74.1;4.42;Anastrophyllum_auritum
-74.32;4.43;Anastrophyllum_auritum
-74.07;4.46;Anastrophyllum_auritum
-74.32;4.43;Anastrophyllum_auritum
-74.07;4.46;Anastrophyllum_auritum
-75.36;4.92;Anastrophyllum_auritum
-75.4;4.91;Anastrophyllum_auritum
-75.4;4.91;Anastrophyllum_auritum
-75.62;4.83;Anastrophyllum_auritum
-75.47;4.82;Anastrophyllum_auritum
-75.44;4.75;Anastrophyllum_auritum
-75.44;4.75;Anastrophyllum_auritum
-75.44;4.75;Anastrophyllum_auritum
-75.47;4.82;Anastrophyllum_auritum
-75.44;4.75;Anastrophyllum_auritum
-75.46;4.83;Anastrophyllum_auritum
-75.49;4.83;Anastrophyllum_auritum
-75.3;4.9;Anastrophyllum_auritum
-75.35;4.63;Anastrophyllum_auritum
-75.34;4.79;Anastrophyllum_auritum
-75.33;4.6;Anastrophyllum_auritum
-75.17;4.7;Anastrophyllum_auritum
-75.55;4.47;Anastrophyllum_auritum
-72.75;7.02;Anastrophyllum_auritum
-73.43;6.18;Anastrophyllum_auritum
-73.42;6.17;Anastrophyllum_auritum
-72.95;6.08;Anastrophyllum_auritum
-72.95;6.08;Anastrophyllum_auritum
-72.95;6.08;Anastrophyllum_auritum
-72.95;6.08;Anastrophyllum_auritum
-73.08;5.98;Anastrophyllum_auritum
-76.83;1.25;Anastrophyllum_auritum
-72.29;6.35;Anastrophyllum_auritum
-72.28;6.36;Anastrophyllum_auritum
-72.27;6.35;Anastrophyllum_auritum
-72.29;6.32;Anastrophyllum_auritum
-72.29;6.32;Anastrophyllum_auritum
-72.29;6.32;Anastrophyllum_auritum
-72.28;6.32;Anastrophyllum_auritum
-72.29;6.32;Anastrophyllum_auritum
-72.28;6.36;Anastrophyllum_auritum
-72.27;6.35;Anastrophyllum_auritum
-72.28;6.36;Anastrophyllum_auritum
-72.27;6.34;Anastrophyllum_auritum
-72.28;6.36;Anastrophyllum_auritum
-72.27;6.34;Anastrophyllum_auritum
-72.28;6.36;Anastrophyllum_auritum
-72.28;6.36;Anastrophyllum_auritum
-74.02;4.56;Anastrophyllum_auritum
-74.03;4.59;Anastrophyllum_auritum
-74.03;4.59;Anastrophyllum_auritum
-74.03;4.57;Anastrophyllum_auritum
-74.06;4.52;Anastrophyllum_auritum
-74.06;4.52;Anastrophyllum_auritum
-74.03;4.57;Anastrophyllum_auritum
-74.21;4.28;Anastrophyllum_auritum
-74.2;4.27;Anastrophyllum_auritum
-74.25;4.1;Anastrophyllum_auritum
-74.25;4.06;Anastrophyllum_auritum
-74.2;4.23;Anastrophyllum_auritum
-74.2;4.27;Anastrophyllum_auritum
-74.2;4.27;Anastrophyllum_auritum
-74.22;4.28;Anastrophyllum_auritum
-74.2;4.23;Anastrophyllum_auritum
-74.25;4.1;Anastrophyllum_auritum
-74.25;4.1;Anastrophyllum_auritum
-74.21;4.28;Anastrophyllum_auritum
-74.2;4.27;Anastrophyllum_auritum
-74.26;4.07;Anastrophyllum_auritum
-74.21;4.3;Anastrophyllum_auritum
-74.21;4.3;Anastrophyllum_auritum
-74.21;4.3;Anastrophyllum_auritum
-74.21;4.3;Anastrophyllum_auritum
-74.21;4.3;Anastrophyllum_auritum
-74.21;4.3;Anastrophyllum_auritum
-74.2;4.34;Anastrophyllum_auritum
-74.42;3.75;Anastrophyllum_auritum
-74.42;3.75;Anastrophyllum_auritum
-74.42;3.75;Anastrophyllum_auritum
-76.1;1.6;Anastrophyllum_piligerum
-75.78;1.76;Anastrophyllum_piligerum
-72.56;6;Anastrophyllum_piligerum
-72.56;6;Anastrophyllum_piligerum
-73.96;4.57;Anastrophyllum_piligerum
-73.96;4.57;Anastrophyllum_piligerum
-75.53;4.84;Anastrophyllum_piligerum
-75.62;4.83;Anastrophyllum_piligerum
-75.53;4.84;Anastrophyllum_piligerum
-75.62;4.83;Anastrophyllum_piligerum
-73.2;6.05;Anastrophyllum_piligerum
-73.18;6.1;Anastrophyllum_piligerum
-73.21;6.07;Anastrophyllum_piligerum
-73.21;6.07;Anastrophyllum_piligerum
-73.22;6.04;Anastrophyllum_piligerum
-73.2;6.05;Anastrophyllum_piligerum
-73.22;6.04;Anastrophyllum_piligerum
-73.43;6.18;Anastrophyllum_piligerum
-76.83;1.25;Anastrophyllum_piligerum
-72.62;5.88;Anastrophyllum_stellatum
-73.75;4.52;Anastrophyllum_stellatum
-73.75;4.52;Anastrophyllum_stellatum
-75.62;4.83;Anastrophyllum_stellatum
-75.62;4.87;Anastrophyllum_stellatum
-75.3;4.9;Anastrophyllum_stellatum
-75.08;4.7;Anastrophyllum_stellatum
-74.03;4.57;Anastrophyllum_stellatum
-74.42;3.75;Anastrophyllum_stellatum
-73.97;11.02;Anastrophyllum_tubulosum
-76.6;1.92;Anastrophyllum_tubulosum
-72.58;6.08;Anastrophyllum_tubulosum
-73.75;4.52;Anastrophyllum_tubulosum
-75.48;4.7;Anastrophyllum_tubulosum
-75.3;4.9;Anastrophyllum_tubulosum
-75.3;4.9;Anastrophyllum_tubulosum
-74.03;4.57;Anastrophyllum_tubulosum
-74.42;3.75;Anastrophyllum_tubulosum
-70.98;0.02;Aneura_latissima
-75.9;5.35;Aneura_pinguis
-75.08;4.7;Aneura_pinguis
-75.55;4.47;Aneura_pinguis
-76.05;0.5;Aneura_pinguis
-76.05;0.5;Aneura_pinguis
-72.08;6.2;Aneura_pinguis
-75.65;6.33;Anoplolejeunea_conferta
-76.38;2.35;Anoplolejeunea_conferta
-75.9;2.38;Anoplolejeunea_conferta
-73.92;5.62;Anoplolejeunea_conferta
-73.45;5.7;Anoplolejeunea_conferta
-73.97;5.05;Anoplolejeunea_conferta
-74.32;4.43;Anoplolejeunea_conferta
-75.7;4.58;Anoplolejeunea_conferta
-75.52;4.83;Anoplolejeunea_conferta
-75.58;4.83;Anoplolejeunea_conferta
-75.32;4.67;Anoplolejeunea_conferta
-75.12;4.7;Anoplolejeunea_conferta
-73.2;6.05;Anoplolejeunea_conferta
-69.89;-3.99;Archilejeunea_badia
-70.98;0.02;Archilejeunea_crispistipula
-70.98;0.02;Archilejeunea_fuscescens
-77.5;5.57;Archilejeunea_ludoviciana_subsp_ludoviciana
-76.33;5.71;Archilejeunea_ludoviciana_subsp_ludoviciana
-76.39;5.31;Archilejeunea_ludoviciana_subsp_ludoviciana
-73.72;3;Archilejeunea_ludoviciana_subsp_ludoviciana
-72.42;0.6;Archilejeunea_ludoviciana_subsp_porelloides
-69.93;4.13;Archilejeunea_ludoviciana_subsp_porelloides
-76.68;1.2;Archilejeunea_nebeliana
-76.57;2.52;Asterella_lateralis
-75.6;4.66;Asterella_lateralis
-75.28;5.67;Asterella_macropoda
-76.95;2.48;Asterella_macropoda
-72.3;6.42;Asterella_macropoda
-75.08;4.7;Asterella_macropoda
-77.27;1.2;Asterella_macropoda
-72.92;7.37;Asterella_macropoda
-74.2;4.27;Asterella_macropoda
-74.1;11.12;Asterella_pringlei
-74.12;11.23;Asterella_pringlei
-76.25;4.92;Bazzania_acanthostipa
-76.1;1.61;Bazzania_acanthostipa
-70.98;0.02;Bazzania_acanthostipa
-76.67;5.83;Bazzania_affinis
-73.92;3.25;Bazzania_affinis
-75.97;5.05;Bazzania_affinis
-74.07;4.58;Bazzania_affinis
-70.05;1.13;Bazzania_aurescens
-70.05;1.13;Bazzania_aurescens
-70.98;0.05;Bazzania_aurescens
-70.5;0.08;Bazzania_aurescens
-70.5;0.08;Bazzania_aurescens
-77.22;1.17;Bazzania_bidens
-70.45;1.3;Bazzania_bidens
-70.82;0.17;Bazzania_bidens
-75.43;4.73;Bazzania_canelensis
-73.67;10.83;Bazzania_chilensis
-74.3;4.58;Bazzania_chilensis
-75.62;4.83;Bazzania_chilensis
-76.52;3.93;Bazzania_crassidentata
-73.43;6.19;Bazzania_cuneistipula
-72.43;6.05;Bazzania_denticulata
-75.97;5.05;Bazzania_denticulata
-76.53;5.5;Bazzania_denticulifera
-76.53;5.5;Bazzania_denticulifera
-76.25;4.92;Bazzania_diversicuspis
-76.6;1.92;Bazzania_diversicuspis
-74.47;4.22;Bazzania_diversicuspis
-75.97;5.05;Bazzania_diversicuspis
-75.43;4.78;Bazzania_diversicuspis
-73.98;11;Bazzania_eggersiana
-73.98;11;Bazzania_eggersiana
-73.67;10.83;Bazzania_eggersiana
-76.45;1.8;Bazzania_elongata
-76.28;5.03;Bazzania_falcata
-74.05;11.27;Bazzania_falcata
-76.6;1.92;Bazzania_falcata
-76.52;3.93;Bazzania_falcata
-77.42;3.25;Bazzania_falcata
-74.08;3.92;Bazzania_falcata
-73.85;3.78;Bazzania_falcata
-73.85;3.78;Bazzania_falcata
-72.83;5.48;Bazzania_falcata
-73.75;4.52;Bazzania_falcata
-73.95;4.95;Bazzania_falcata
-73.92;4.75;Bazzania_falcata
-75.97;5.05;Bazzania_falcata
-75.62;4.83;Bazzania_falcata
-75.32;4.67;Bazzania_falcata
-75.32;4.67;Bazzania_falcata
-73.2;6.08;Bazzania_falcata
-72.22;6.08;Bazzania_falcata
-70.67;1;Bazzania_falcata
-70.67;1;Bazzania_falcata
-71.02;0.05;Bazzania_falcata
-70.5;0.08;Bazzania_falcata
-70.95;0.05;Bazzania_falcata
-70.5;0.08;Bazzania_falcata
-74.03;4.57;Bazzania_falcata
-74.08;4.55;Bazzania_falcata
-74.42;3.75;Bazzania_falcata
-74.42;3.75;Bazzania_falcata
-74.42;3.75;Bazzania_falcata
-75.67;6.17;Bazzania_gracilis
-73.78;2.42;Bazzania_gracilis
-73.28;4.85;Bazzania_gracilis
-70.67;0.5;Bazzania_gracilis
-70.67;0.5;Bazzania_gracilis
-70.03;0.53;Bazzania_gracilis
-75.48;6.33;Bazzania_hookeri_var_Hookeri
-75.3;5.7;Bazzania_hookeri_var_Hookeri
-73.67;10.83;Bazzania_hookeri_var_Hookeri
-73.67;10.83;Bazzania_hookeri_var_Hookeri
-75.88;2.75;Bazzania_hookeri_var_Hookeri
-76.15;2.42;Bazzania_hookeri_var_Hookeri
-76.6;1.92;Bazzania_hookeri_var_Hookeri
-76.52;3.93;Bazzania_hookeri_var_Hookeri
-76.75;3.55;Bazzania_hookeri_var_Hookeri
-76.45;3.75;Bazzania_hookeri_var_Hookeri
-76.45;3.75;Bazzania_hookeri_var_Hookeri
-72.42;0.83;Bazzania_hookeri_var_Hookeri
-73.62;4.15;Bazzania_hookeri_var_Hookeri
-73.85;3.78;Bazzania_hookeri_var_Hookeri
-73.92;3.25;Bazzania_hookeri_var_Hookeri
-74.17;5;Bazzania_hookeri_var_Hookeri
-74.17;5;Bazzania_hookeri_var_Hookeri
-73.75;4.52;Bazzania_hookeri_var_Hookeri
-73.75;4.52;Bazzania_hookeri_var_Hookeri
-73.75;4.52;Bazzania_hookeri_var_Hookeri
-73.75;4.52;Bazzania_hookeri_var_Hookeri
-73.95;4.95;Bazzania_hookeri_var_Hookeri
-75.62;4.83;Bazzania_hookeri_var_Hookeri
-75.62;4.83;Bazzania_hookeri_var_Hookeri
-75.32;4.67;Bazzania_hookeri_var_Hookeri
-75.32;4.67;Bazzania_hookeri_var_Hookeri
-75.32;4.67;Bazzania_hookeri_var_Hookeri
-75.08;4.7;Bazzania_hookeri_var_Hookeri
-72.57;7;Bazzania_hookeri_var_Hookeri
-72.57;7;Bazzania_hookeri_var_Hookeri
-72.57;7;Bazzania_hookeri_var_Hookeri
-72.57;7;Bazzania_hookeri_var_Hookeri
-72.57;7;Bazzania_hookeri_var_Hookeri
-72.57;7;Bazzania_hookeri_var_Hookeri
-70.25;1.27;Bazzania_hookeri_var_Hookeri
-71.02;0.05;Bazzania_hookeri_var_Hookeri
-70.5;0.25;Bazzania_hookeri_var_Hookeri
-70.98;0.02;Bazzania_hookeri_var_Hookeri
-70.5;0.25;Bazzania_hookeri_var_Hookeri
-74.07;4.58;Bazzania_hookeri_var_Hookeri
-76.6;1.92;Bazzania_jamaicensis
-73.85;3.78;Bazzania_jamaicensis
-73.27;5.35;Bazzania_jamaicensis
-74.47;4.22;Bazzania_jamaicensis
-76.28;5.03;Bazzania_longistipula
-76.6;1.92;Bazzania_longistipula
-73.92;3.25;Bazzania_longistipula
-73.95;4.95;Bazzania_longistipula
-74.47;4.22;Bazzania_longistipula
-75.97;5.05;Bazzania_longistipula
-75.62;4.83;Bazzania_longistipula
-75.32;4.67;Bazzania_longistipula
-72.57;7;Bazzania_longistipula
-72.57;7;Bazzania_longistipula
-72.22;6.08;Bazzania_longistipula
-74.42;3.75;Bazzania_longistipula
-75.88;2.75;Bazzania_pallidevirens
-77.17;3.8;Bazzania_pallidevirens
-73.45;5.7;Bazzania_pallidevirens
-73.75;4.52;Bazzania_pallidevirens
-70.67;1;Bazzania_pallidevirens
-70.05;1.13;Bazzania_pallidevirens
-70.08;1.25;Bazzania_pallidevirens
-70.67;1;Bazzania_pallidevirens
-70.98;0.05;Bazzania_pallidevirens
-70.92;0.03;Bazzania_pallidevirens
-70.03;0.53;Bazzania_pallidevirens
-76.97;3.77;Bazzania_phyllobola
-74.4;4.67;Bazzania_phyllobola
-70.5;0.08;Bazzania_phyllobola
-70.5;0.08;Bazzania_phyllobola
-76.6;1.92;Bazzania_placophylla
-75.43;4.73;Bazzania_placophylla
-76.6;1.92;Bazzania_roraimensis
-72.57;7;Bazzania_roraimensis
-72.57;7;Bazzania_roraimensis
-72.57;7;Bazzania_serrata
-72.57;7;Bazzania_serrata
-73.22;6.03;Bazzania_serrata
-73.3;4.85;Bazzania_spruceana
-75.64;6.57;Bazzania_stolonifera
-75.15;6.3;Bazzania_stolonifera
-76.3;4.95;Bazzania_stolonifera
-73.98;11.02;Bazzania_stolonifera
-73.97;11.03;Bazzania_stolonifera
-73.96;11.03;Bazzania_stolonifera
-75.86;4.04;Bazzania_stolonifera
-76.12;2.22;Bazzania_stolonifera
-73.85;4.04;Bazzania_stolonifera
-74.1;3.92;Bazzania_stolonifera
-73.88;3.08;Bazzania_stolonifera
-72.7;5.43;Bazzania_stolonifera
-74.39;4.69;Bazzania_stolonifera
-74.32;4.44;Bazzania_stolonifera
-74.32;4.44;Bazzania_stolonifera
-74.4;4.09;Bazzania_stolonifera
-78.08;1.3;Bazzania_stolonifera
-72.28;6.08;Bazzania_stolonifera
-76.63;1.2;Bazzania_stolonifera
-74.15;3.95;Blepharolejeunea_incongrua
-74.15;3.95;Blepharolejeunea_incongrua
-74.12;3.94;Blepharolejeunea_incongrua
-74.11;3.94;Blepharolejeunea_incongrua
-74.11;3.94;Blepharolejeunea_incongrua
-72.3;6.42;Blepharolejeunea_incongrua
-73.38;5.75;Blepharolejeunea_incongrua
-73.39;5.74;Blepharolejeunea_incongrua
-72.73;5.54;Blepharolejeunea_incongrua
-72.73;5.54;Blepharolejeunea_incongrua
-73.25;5.39;Blepharolejeunea_incongrua
-72.83;5.48;Blepharolejeunea_incongrua
-73.83;5.01;Blepharolejeunea_incongrua
-73.82;5.04;Blepharolejeunea_incongrua
-73.83;5.01;Blepharolejeunea_incongrua
-74.23;4.82;Blepharolejeunea_incongrua
-73.75;4.55;Blepharolejeunea_incongrua
-73.72;4.53;Blepharolejeunea_incongrua
-73.75;4.52;Blepharolejeunea_incongrua
-73.82;4.85;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.84;4.94;Blepharolejeunea_incongrua
-73.92;4.52;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.96;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
-73.86;4.92;Blepharolejeunea_incongrua
-73.86;4.92;Blepharolejeunea_incongrua
-73.86;4.92;Blepharolejeunea_incongrua
-73.86;4.92;Blepharolejeunea_incongrua
-73.87;4.92;Blepharolejeunea_incongrua
-73.86;4.91;Blepharolejeunea_incongrua
-73.86;4.92;Blepharolejeunea_incongrua
-73.86;4.91;Blepharolejeunea_incongrua
-73.82;4.97;Blepharolejeunea_incongrua
