ddlat;ddlon;tax
-74.95;4.75;Frullanoides_liebmanniana
-75.48;3.72;Frullanoides_liebmanniana
-74.2;10.5;Frullanoides_tristis
-74.2;10.5;Frullanoides_tristis
-75.62;4.83;Frullanoides_tristis
-72.22;6.08;Frullanoides_tristis
-77.5;5.57;Fulfordianthus_pterobryoides
-77.5;5.58;Fulfordianthus_pterobryoides
-77.5;5.57;Fulfordianthus_pterobryoides
-77.27;5.98;Fulfordianthus_pterobryoides
-77.5;5.57;Fulfordianthus_pterobryoides
-77.5;5.58;Fulfordianthus_pterobryoides
-77.5;5.57;Fulfordianthus_pterobryoides
-76.5;5.92;Fulfordianthus_pterobryoides
-76.5;5.92;Fulfordianthus_pterobryoides
-76.6;5.4;Fulfordianthus_pterobryoides
-77.05;4.03;Fulfordianthus_pterobryoides
-76.87;3.83;Fulfordianthus_pterobryoides
-76.87;3.83;Fulfordianthus_pterobryoides
-76.93;3.88;Fulfordianthus_pterobryoides
-76.5;0.5;Fulfordianthus_pterobryoides
-76.5;0.5;Fulfordianthus_pterobryoides
-76.5;0.5;Fulfordianthus_pterobryoides
-76.5;0.5;Fulfordianthus_pterobryoides
-78.17;2.97;Fulfordianthus_pterobryoides
-77.42;6.25;Fulfordianthus_pterobryoides
-75.57;6.22;Fuscocephaloziopsis_crassifolia
-76.25;4.92;Fuscocephaloziopsis_crassifolia
-76.17;4.87;Fuscocephaloziopsis_crassifolia
-76.15;2.42;Fuscocephaloziopsis_crassifolia
-73.97;3.32;Fuscocephaloziopsis_crassifolia
-72.33;6.07;Fuscocephaloziopsis_crassifolia
-75.92;5.3;Fuscocephaloziopsis_crassifolia
-75.08;4.7;Fuscocephaloziopsis_crassifolia
-75.08;4.7;Fuscocephaloziopsis_crassifolia
-73.42;6.17;Fuscocephaloziopsis_crassifolia
-73.2;6.08;Fuscocephaloziopsis_crassifolia
-72.18;6.07;Fuscocephaloziopsis_crassifolia
-72.62;5.93;Fuscocephaloziopsis_pleniceps
-73.75;4.52;Fuscocephaloziopsis_pleniceps
-73.92;4.75;Fuscocephaloziopsis_pleniceps
-74.42;3.75;Fuscocephaloziopsis_pleniceps
-74.42;3.75;Fuscocephaloziopsis_pleniceps
-76.25;5.76;Fuscocephaloziopsis_pulvinata
-76.33;5.71;Fuscocephaloziopsis_pulvinata
-76.23;5.84;Fuscocephaloziopsis_pulvinata
-76.92;3.87;Fuscocephaloziopsis_pulvinata
-76.93;3.88;Fuscocephaloziopsis_pulvinata
-72.62;5.93;Gongylanthus_granatensis
-73.75;4.52;Gongylanthus_granatensis
-73.87;4.87;Gongylanthus_granatensis
-75.32;4.67;Gongylanthus_granatensis
-72.22;6.08;Gongylanthus_granatensis
-74.42;3.75;Gongylanthus_granatensis
-73.67;10.83;Gongylanthus_liebmannianus
-72.67;6.27;Gongylanthus_liebmannianus
-72.3;6.42;Gongylanthus_liebmannianus
-72.3;6.42;Gongylanthus_liebmannianus
-72.3;6.42;Gongylanthus_liebmannianus
-72.62;5.93;Gongylanthus_liebmannianus
-72.75;5.5;Gongylanthus_liebmannianus
-72.75;5.5;Gongylanthus_liebmannianus
-73.75;4.52;Gongylanthus_liebmannianus
-73.92;4.75;Gongylanthus_liebmannianus
-74.03;4.57;Gongylanthus_liebmannianus
-74.42;3.75;Gongylanthus_liebmannianus
-74.42;3.75;Gongylanthus_liebmannianus
-75.1;6.22;Gongylanthus_limbatus
-73.85;3.78;Gongylanthus_limbatus
-72.87;5.62;Gongylanthus_limbatus
-74.42;3.75;Gongylanthus_limbatus
-74.42;3.75;Gongylanthus_muelleri
-75.62;4.83;Gymnocoleopsis_cylindriformis
-72.25;6.42;Gymnocoleopsis_cylindriformis
-74.42;3.75;Gymnomitrion_atrofilum
-73.67;10.83;Gymnomitrion_bolivianum
-72.3;6.42;Gymnomitrion_bolivianum
-72.62;5.93;Gymnomitrion_bolivianum
-73.75;4.52;Gymnomitrion_bolivianum
-74.07;4.58;Gymnomitrion_bolivianum
-74.42;3.75;Gymnomitrion_bolivianum
-72.3;6.42;Gymnomitrion_setaceum
-73.75;4.52;Gymnomitrion_setaceum
-73.75;4.52;Gymnomitrion_setaceum
-73.92;4.75;Gymnomitrion_setaceum
-73.92;4.75;Gymnomitrion_setaceum
-75.3;4.9;Gymnomitrion_setaceum
-74.42;3.75;Gymnomitrion_setaceum
-72.3;6.42;Gymnomitrion_truncatoapiculatum
-74.17;5.13;Gymnomitrion_truncatoapiculatum
-73.75;4.52;Gymnomitrion_truncatoapiculatum
-75.36;5.9;Harpalejeunea_cinchonae
-75.34;4.62;Harpalejeunea_cinchonae
-73.92;4.75;Harpalejeunea_grandis
-77.5;5.58;Harpalejeunea_oxyphylla
-77.5;5.58;Harpalejeunea_oxyphylla
-75.9;5.35;Harpalejeunea_scabra
-72.81;4.2;Harpalejeunea_stricta
-72.81;4.2;Harpalejeunea_stricta
-72.81;4.2;Harpalejeunea_stricta
-75.65;4.62;Harpalejeunea_stricta
-75.65;4.63;Harpalejeunea_stricta
-75.49;4.82;Harpalejeunea_stricta
-77.5;5.58;Harpalejeunea_tridens
-77.5;5.58;Harpalejeunea_tridens
-76.5;4.05;Harpalejeunea_tridens
-76.5;4.05;Harpalejeunea_tridens
-77.5;5.57;Harpalejeunea_uncinata
-75.42;7.08;Herbertus_acanthelius
-75.67;6.55;Herbertus_acanthelius
-75.67;6.55;Herbertus_acanthelius
-75.5;6.75;Herbertus_acanthelius
-75.5;6.75;Herbertus_acanthelius
-76.08;6.42;Herbertus_acanthelius
-76.08;6.42;Herbertus_acanthelius
-76.08;6.42;Herbertus_acanthelius
-75.48;6.33;Herbertus_acanthelius
-75.3;5.7;Herbertus_acanthelius
-75.3;5.67;Herbertus_acanthelius
-76.5;4.05;Herbertus_acanthelius
-76.5;4.05;Herbertus_acanthelius
-76.5;4.05;Herbertus_acanthelius
-76.5;4.05;Herbertus_acanthelius
-76.08;3.75;Herbertus_acanthelius
-72.75;6.2;Herbertus_acanthelius
-72.83;6.08;Herbertus_acanthelius
-73.9;5.2;Herbertus_acanthelius
-73.95;4.95;Herbertus_acanthelius
-75.28;4.93;Herbertus_acanthelius
-74.82;4.5;Herbertus_acanthelius
-74.82;4.5;Herbertus_acanthelius
-77.9;1.1;Herbertus_acanthelius
-77.97;1.13;Herbertus_acanthelius
-77.87;1.12;Herbertus_acanthelius
-77.23;1.27;Herbertus_acanthelius
-77.2;1.2;Herbertus_acanthelius
-77.17;1.3;Herbertus_acanthelius
-77.22;1.17;Herbertus_acanthelius
-77.17;1.3;Herbertus_acanthelius
-76.87;1.3;Herbertus_acanthelius
-76.08;3.75;Herbertus_bivittatus
-72.43;0.6;Herbertus_bivittatus
-75.58;6.17;Herbertus_juniperoideus
-75.17;6.33;Herbertus_juniperoideus
-75.22;5.67;Herbertus_juniperoideus
-75.3;5.67;Herbertus_juniperoideus
-74.33;5.77;Herbertus_juniperoideus
-75.62;4.83;Herbertus_juniperoideus
-75.67;6.68;Herbertus_pensilis
-75.67;6.33;Herbertus_pensilis
-75.67;6.33;Herbertus_pensilis
-75.67;6.33;Herbertus_pensilis
-75.67;6.33;Herbertus_pensilis
-75.67;6.33;Herbertus_pensilis
-75.22;5.67;Herbertus_pensilis
-75.28;5.92;Herbertus_pensilis
-76.95;2.53;Herbertus_pensilis
-76.93;2.48;Herbertus_pensilis
-76.17;1.55;Herbertus_pensilis
-76.5;4.05;Herbertus_pensilis
-76.5;4.05;Herbertus_pensilis
-76.5;4.05;Herbertus_pensilis
-76.5;4.05;Herbertus_pensilis
-75.73;5.53;Herbertus_pensilis
-77.92;1.17;Herbertus_pensilis
-77.27;1.38;Herbertus_pensilis
-77.2;1.2;Herbertus_pensilis
-77.25;1.18;Herbertus_pensilis
-77.27;1.38;Herbertus_pensilis
-77.13;0.97;Herbertus_pensilis
-76.72;1.08;Herbertus_pensilis
-72.28;6.35;Herbertus_pensilis
-76.08;6.42;Herbertus_sendtneri
-74.08;5.05;Herbertus_sendtneri
-73.75;4.52;Herbertus_sendtneri
-73.87;4.87;Herbertus_sendtneri
-75.53;4.85;Herbertus_sendtneri
-74.82;4.5;Herbertus_sendtneri
-74.82;4.5;Herbertus_sendtneri
-74.82;4.5;Herbertus_sendtneri
-74.82;4.5;Herbertus_sendtneri
-77.72;1.08;Herbertus_sendtneri
-74.42;3.75;Herbertus_sendtneri
-74.42;3.75;Herbertus_sendtneri
-75.48;4.7;Heteroscyphus_contortuplicatus
-76.6;1.92;Heteroscyphus_marginatus
-76.65;1.9;Heteroscyphus_marginatus
-73.93;2.85;Heteroscyphus_marginatus
-76.65;1.9;Heteroscyphus_polyblepharis
-76.65;1.9;Heteroscyphus_polyblepharis
-76.18;5.38;Heteroscyphus_polyblepharis
-73.28;4.85;Heteroscyphus_thraustus
-75.9;5.35;Heteroscyphus_thraustus
-75.3;4.9;Isopaches_bicrenatus
-73.75;4.52;Isotachis_lopezii
-73.75;4.52;Isotachis_lopezii
-73.87;4.87;Isotachis_lopezii
-73.92;4.75;Isotachis_lopezii
-75.47;4.75;Isotachis_lopezii
-75.33;4.67;Isotachis_lopezii
-75.08;4.7;Isotachis_lopezii
-77.68;1.07;Isotachis_lopezii
-77.33;1.22;Isotachis_lopezii
-72.83;6.2;Isotachis_lopezii
-73.08;5.98;Isotachis_lopezii
-72.27;6.38;Isotachis_lopezii
-74.42;3.75;Isotachis_lopezii
-74.2;10.5;Isotachis_multiceps
-74.2;10.5;Isotachis_multiceps
-76.6;1.92;Isotachis_multiceps
-76.6;1.92;Isotachis_multiceps
-74.25;3.75;Isotachis_multiceps
-74.25;3.75;Isotachis_multiceps
-73.92;3.25;Isotachis_multiceps
-72.62;5.93;Isotachis_multiceps
-72.62;5.93;Isotachis_multiceps
-72.83;5.48;Isotachis_multiceps
-74.33;4.98;Isotachis_multiceps
-74.22;4.87;Isotachis_multiceps
-73.92;4.75;Isotachis_multiceps
-73.92;4.75;Isotachis_multiceps
-73.95;4.95;Isotachis_multiceps
-73.95;4.95;Isotachis_multiceps
-75.58;4.83;Isotachis_multiceps
-75.62;4.83;Isotachis_multiceps
-73.08;5.98;Isotachis_multiceps
-76.92;1.2;Isotachis_multiceps
-74.03;4.57;Isotachis_multiceps
-74.03;4.57;Isotachis_multiceps
-74.03;4.57;Isotachis_multiceps
-76.08;6.42;Isotachis_obtusa
-75.42;6.95;Isotachis_serrulata
-75.67;6.33;Isotachis_serrulata
-75.1;6.22;Isotachis_serrulata
-76.42;4.67;Isotachis_serrulata
-73.97;11.02;Isotachis_serrulata
-76.25;2.5;Isotachis_serrulata
-76.25;2.5;Isotachis_serrulata
-76.38;2.35;Isotachis_serrulata
-76.6;1.92;Isotachis_serrulata
-76.6;1.92;Isotachis_serrulata
-75.75;2.02;Isotachis_serrulata
-74.25;3.75;Isotachis_serrulata
-72.95;6.03;Isotachis_serrulata
-72.3;6.42;Isotachis_serrulata
-73.43;5.68;Isotachis_serrulata
-73.43;5.68;Isotachis_serrulata
-72.83;5.48;Isotachis_serrulata
-74.17;5.13;Isotachis_serrulata
-73.75;4.52;Isotachis_serrulata
-73.78;4.9;Isotachis_serrulata
-73.78;4.9;Isotachis_serrulata
-76.03;5.4;Isotachis_serrulata
-75.92;5.3;Isotachis_serrulata
-75.62;4.83;Isotachis_serrulata
-75.08;4.7;Isotachis_serrulata
-78.22;1.08;Isotachis_serrulata
-78.13;1.3;Isotachis_serrulata
-77.4;1.08;Isotachis_serrulata
-77.27;1.17;Isotachis_serrulata
-73.43;6.1;Isotachis_serrulata
-72.83;6.2;Isotachis_serrulata
-72.22;6.08;Isotachis_serrulata
-72.32;4.72;Isotachis_serrulata
-76.72;1.08;Isotachis_serrulata
-76.72;1.08;Isotachis_serrulata
-76.72;1.08;Isotachis_serrulata
-76.87;1.3;Isotachis_serrulata
-72.25;6.42;Isotachis_serrulata
-74.03;4.57;Isotachis_serrulata
-74.07;4.58;Isotachis_serrulata
-74.03;4.57;Isotachis_serrulata
-74.42;3.75;Isotachis_serrulata
-75.67;6.33;Jensenia_difformis
-73.92;3.25;Jensenia_difformis
-75.92;5.3;Jensenia_difformis
-72.83;6.2;Jensenia_difformis
-76.75;1.13;Jensenia_difformis
-74.42;3.75;Jensenia_difformis
-73.75;4.52;Jensenia_florschuetzii
-75.62;4.83;Jensenia_florschuetzii
-74.42;3.75;Jensenia_florschuetzii
-76.38;2.35;Jensenia_spinosa
-72.93;6.02;Jensenia_spinosa
-72.83;5.48;Jensenia_spinosa
-74.23;4.82;Jensenia_spinosa
-77.17;1.3;Jensenia_spinosa
-77.22;1.17;Jensenia_spinosa
-72.75;7.02;Jensenia_spinosa
-72.83;6.2;Jensenia_spinosa
-72.83;6.2;Jensenia_spinosa
-72.83;6.2;Jensenia_spinosa
-73.08;5.98;Jensenia_spinosa
-72.27;6.38;Jensenia_spinosa
-75.57;4.63;Jubula_bogotensis
-73.45;5.7;Jungermannia_ovatotrigona
-75.58;4.83;Jungermannia_ovatotrigona
-73.92;4.75;Kurzia_brasiliensis
-75.25;5.83;Kurzia_capillaris
-76.6;1.92;Kurzia_capillaris
-76.6;1.92;Kurzia_capillaris
-73.45;5.73;Kurzia_capillaris
-73.95;4.95;Kurzia_capillaris
-74.02;5.17;Kurzia_capillaris_subsp_paramicola
-73.92;4.75;Kurzia_capillaris_subsp_paramicola
-73.92;4.75;Kurzia_capillaris_subsp_paramicola
-73.08;5.98;Kurzia_capillaris_subsp_paramicola
-75.92;5.3;Kurzia_flagellifera
-75.9;5.35;Kymatocalyx_dominicensis
-73.43;6.18;Kymatocalyx_dominicensis
-76.57;5.73;Kymatocalyx_rhizomaticus
-71.33;0.33;Kymatocalyx_rhizomaticus
-76.08;6.42;Leiomitra_flaccida
-75.67;6.33;Leiomitra_flaccida
-75.48;6.33;Leiomitra_flaccida
-76.25;4.92;Leiomitra_flaccida
-74.2;10.5;Leiomitra_flaccida
-74.2;10.5;Leiomitra_flaccida
-76.6;1.92;Leiomitra_flaccida
-72.72;5.48;Leiomitra_flaccida
-74.3;4.43;Leiomitra_flaccida
-75.57;4.63;Leiomitra_flaccida
-75.48;4.7;Leiomitra_flaccida
-77.57;1.97;Leiomitra_flaccida
-77.57;1.65;Leiomitra_flaccida
-78.2;1.33;Leiomitra_flaccida
-78.13;1.3;Leiomitra_flaccida
-78.13;1.3;Leiomitra_flaccida
-77.17;1.15;Leiomitra_flaccida
-77.23;1.13;Leiomitra_flaccida
-77.25;1.17;Leiomitra_flaccida
-77.23;1.27;Leiomitra_flaccida
-77.42;1.07;Leiomitra_flaccida
-77.13;0.97;Leiomitra_flaccida
-73.08;6;Leiomitra_flaccida
-73.08;6;Leiomitra_flaccida
-76.72;1.08;Leiomitra_flaccida
-74.07;4.58;Leiomitra_flaccida
-76.33;6.75;Leiomitra_paraphyllina
-76.09;2.43;Leiomitra_paraphyllina
-76.6;1.92;Leiomitra_paraphyllina
-76.6;1.92;Leiomitra_paraphyllina
-76.12;2.22;Leiomitra_paraphyllina
-75.9;2.38;Leiomitra_paraphyllina
-76.59;1.94;Leiomitra_paraphyllina
-74.18;5.02;Leiomitra_paraphyllina
-74.19;5;Leiomitra_paraphyllina
-73.75;4.57;Leiomitra_paraphyllina
-73.75;4.57;Leiomitra_paraphyllina
-76.05;5.15;Leiomitra_paraphyllina
-76.06;5.13;Leiomitra_paraphyllina
-76.05;5.15;Leiomitra_paraphyllina
-76.06;5.13;Leiomitra_paraphyllina
-75.52;4.83;Leiomitra_paraphyllina
-75.48;4.72;Leiomitra_paraphyllina
-75.48;4.72;Leiomitra_paraphyllina
-75.5;6.7;Leiomitra_robusta
-75.3;5.7;Leiomitra_robusta
-76.66;5.69;Leiomitra_robusta
-76.66;5.69;Leiomitra_robusta
-73.28;5.34;Leiomitra_robusta
-74.18;5.02;Leiomitra_robusta
-74.19;5.01;Leiomitra_robusta
-74.18;5.02;Leiomitra_robusta
-74.17;5.02;Leiomitra_robusta
-74.19;5.01;Leiomitra_robusta
-74.19;5.01;Leiomitra_robusta
-74.19;5;Leiomitra_robusta
-74.19;5;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.76;4.54;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.72;4.52;Leiomitra_robusta
-73.73;4.53;Leiomitra_robusta
-73.73;4.53;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.72;4.52;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.72;4.53;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-73.75;4.55;Leiomitra_robusta
-74.23;4.24;Leiomitra_robusta
-74.23;4.24;Leiomitra_robusta
-75.56;4.48;Leiomitra_robusta
-75.56;4.48;Leiomitra_robusta
-75.56;4.48;Leiomitra_robusta
-75.54;4.71;Leiomitra_robusta
-75.54;4.7;Leiomitra_robusta
-75.46;4.83;Leiomitra_robusta
-76.67;5.83;Leiomitra_sprucei
-76.25;4.92;Leiomitra_sprucei
-73.75;4.52;Leiomitra_sprucei
-75.52;4.68;Leiomitra_sprucei
-75.52;4.68;Leiomitra_sprucei
-76.05;5.12;Leiomitra_sprucei
-75.55;4.47;Leiomitra_sprucei
-75.67;6.33;Leiomitra_tomentosa
-76.17;2.73;Leiomitra_tomentosa
-77.6;1.97;Leiomitra_tomentosa
-77.33;1.2;Leiomitra_tomentosa
-77.33;1.2;Leiomitra_tomentosa
-77.18;1.17;Leiomitra_tomentosa
-77.25;1.18;Leiomitra_tomentosa
-77.2;1.17;Leiomitra_tomentosa
-77.17;1.3;Leiomitra_tomentosa
-77.33;1.17;Leiomitra_tomentosa
-77.55;0.72;Leiomitra_tomentosa
-77.12;0.97;Leiomitra_tomentosa
-74.07;4.58;Leiomitra_tomentosa
-73.41;5.74;Lejeunea_acanthogona
-73.76;11.25;Lejeunea_adpressa
-75.92;5.3;Lejeunea_adpressa
-75.92;5.3;Lejeunea_adpressa
-74.05;11.1;Lejeunea_angusta
-74.11;11.13;Lejeunea_aphanes
-74.11;11.13;Lejeunea_aphanes
-73.67;4.15;Lejeunea_aphanes
-72.4;6.09;Lejeunea_aphanes
-75.7;4.52;Lejeunea_aphanes
-76.52;5.76;Lejeunea_asperrima
-74.03;11.11;Lejeunea_bermudiana
-73.43;5.76;Lejeunea_bombonasensis
-74.5;6.5;Lejeunea_boryana
-74.5;6.5;Lejeunea_boryana
-74.35;0.61;Lejeunea_boryana
-72.41;0.24;Lejeunea_boryana
-70.1;1.28;Lejeunea_boryana
-70.1;1.28;Lejeunea_boryana
-70.85;0.25;Lejeunea_boryana
-70.64;0.13;Lejeunea_boryana
-69.89;3.99;Lejeunea_boryana
-73.46;5.71;Lejeunea_cancellata
-73.46;5.71;Lejeunea_cancellata
-75.95;5.35;Lejeunea_cancellata
-72.33;6.42;Lejeunea_capensis
-75.5;6.75;Lejeunea_catinulifera
-75.5;6.75;Lejeunea_catinulifera
-73.85;10.45;Lejeunea_catinulifera
-76.12;2.22;Lejeunea_catinulifera
-76.12;2.22;Lejeunea_catinulifera
-73.67;4.13;Lejeunea_catinulifera
-72.32;6.09;Lejeunea_catinulifera
-72.32;6.09;Lejeunea_catinulifera
-74.31;4.44;Lejeunea_catinulifera
-74.32;4.43;Lejeunea_catinulifera
-74.31;4.45;Lejeunea_catinulifera
-74.32;4.45;Lejeunea_catinulifera
-74.32;4.45;Lejeunea_catinulifera
-74.32;4.45;Lejeunea_catinulifera
-75.56;4.48;Lejeunea_catinulifera
-75.08;4.7;Lejeunea_catinulifera
-73.2;6.05;Lejeunea_catinulifera
-73.22;6.04;Lejeunea_catinulifera
-73.2;6.05;Lejeunea_catinulifera
-73.22;6.05;Lejeunea_catinulifera
-73.2;6.06;Lejeunea_catinulifera
-73.22;6.05;Lejeunea_catinulifera
-74.03;4.57;Lejeunea_catinulifera
-77.5;5.57;Lejeunea_cerina
-76.1;1.62;Lejeunea_cerina
-76.05;5.42;Lejeunea_cerina
-76.03;5.43;Lejeunea_cerina
-75.92;5.3;Lejeunea_cerina
-75.88;5.38;Lejeunea_cerina
-76.27;5.73;Lejeunea_chimborazensis
-74.03;11.11;Lejeunea_cochleata
-74.05;11.08;Lejeunea_concinnula
-76.28;4.47;Lejeunea_concinnula
-74.39;4.68;Lejeunea_concinnula
-74.39;4.68;Lejeunea_debilis
-75.48;4.7;Lejeunea_debilis
-73.81;5.02;Lejeunea_deplanata
-73.81;5;Lejeunea_deplanata
-73.81;5.01;Lejeunea_deplanata
-73.81;5.03;Lejeunea_deplanata
-73.81;5.01;Lejeunea_deplanata
-73.81;5.01;Lejeunea_deplanata
-73.81;5.02;Lejeunea_deplanata
-73.81;5.01;Lejeunea_deplanata
-73.81;5.01;Lejeunea_deplanata
-73.82;5.04;Lejeunea_deplanata
-73.82;5.04;Lejeunea_deplanata
-73.81;5.01;Lejeunea_deplanata
-74.33;4.75;Lejeunea_deplanata
-73.81;5;Lejeunea_deplanata
-73.81;4.98;Lejeunea_deplanata
-73.86;4.93;Lejeunea_deplanata
-73.81;4.98;Lejeunea_deplanata
-73.86;4.92;Lejeunea_deplanata
-73.81;4.98;Lejeunea_deplanata
-73.82;4.97;Lejeunea_deplanata
-73.81;4.98;Lejeunea_deplanata
-73.81;4.98;Lejeunea_deplanata
-73.87;4.94;Lejeunea_deplanata
-73.81;4.99;Lejeunea_deplanata
-73.86;4.92;Lejeunea_deplanata
-73.86;4.91;Lejeunea_deplanata
-73.82;4.97;Lejeunea_deplanata
-73.86;4.92;Lejeunea_deplanata
-73.81;4.99;Lejeunea_deplanata
-73.82;4.97;Lejeunea_deplanata
-73.81;4.98;Lejeunea_deplanata
-73.82;4.97;Lejeunea_deplanata
-73.98;4.68;Lejeunea_deplanata
-73.87;4.91;Lejeunea_deplanata
-73.84;4.98;Lejeunea_deplanata
-75.08;4.7;Lejeunea_deplanata
-74.08;4.6;Lejeunea_deplanata
-74.03;4.7;Lejeunea_deplanata
-73.41;5.44;Lejeunea_elongella
-75.7;4.52;Lejeunea_elongella
-74.13;11.22;Lejeunea_flaccida
-73.96;11.03;Lejeunea_flaccida
-73.96;11.03;Lejeunea_flaccida
-76.1;1.58;Lejeunea_flaccida
-74.15;4.97;Lejeunea_flaccida
-74.15;4.97;Lejeunea_flaccida
-75.48;4.7;Lejeunea_flaccida
-75.55;4.47;Lejeunea_flaccida
-76.53;5.73;Lejeunea_flagellaris
-77.5;5.57;Lejeunea_flava
-77.5;5.58;Lejeunea_flava
-77.5;5.58;Lejeunea_flava
-73.75;11.22;Lejeunea_flava
-73.75;11.22;Lejeunea_flava
-76.09;2.43;Lejeunea_flava
-76.09;2.43;Lejeunea_flava
-76.12;2.22;Lejeunea_flava
-76.1;1.62;Lejeunea_flava
-76.1;1.61;Lejeunea_flava
-76.09;1.61;Lejeunea_flava
-73.57;0.8;Lejeunea_flava
-73.65;4.15;Lejeunea_flava
-73.65;4.15;Lejeunea_flava
-73.65;4.18;Lejeunea_flava
-73.65;4.18;Lejeunea_flava
-73.65;4.18;Lejeunea_flava
-73.65;4.18;Lejeunea_flava
-72.92;6.08;Lejeunea_flava
-72.4;6.09;Lejeunea_flava
-73.48;5.72;Lejeunea_flava
-73.48;5.72;Lejeunea_flava
-73.46;5.71;Lejeunea_flava
-73.48;5.72;Lejeunea_flava
-73.41;5.74;Lejeunea_flava
-73.57;5.44;Lejeunea_flava
-73.41;5.44;Lejeunea_flava
-72.7;5.3;Lejeunea_flava
-73.28;4.82;Lejeunea_flava
-73.28;4.82;Lejeunea_flava
-73.27;4.85;Lejeunea_flava
-73.27;4.85;Lejeunea_flava
-73.27;4.85;Lejeunea_flava
-74.17;5.03;Lejeunea_flava
-74.21;5.01;Lejeunea_flava
-74.07;4.46;Lejeunea_flava
-74.07;4.46;Lejeunea_flava
-75.55;4.48;Lejeunea_flava
-75.56;4.48;Lejeunea_flava
-75.88;5.38;Lejeunea_flava
-75.88;5.38;Lejeunea_flava
-75.57;4.85;Lejeunea_flava
-75.54;4.84;Lejeunea_flava
-75.57;4.85;Lejeunea_flava
-75.54;4.84;Lejeunea_flava
-75.53;4.84;Lejeunea_flava
-75.59;4.86;Lejeunea_flava
-75.53;4.83;Lejeunea_flava
-75.48;4.72;Lejeunea_flava
-75.35;4.64;Lejeunea_flava
-75.11;4.71;Lejeunea_flava
-75.11;4.71;Lejeunea_flava
-73.23;6.1;Lejeunea_flava
-73.2;6.13;Lejeunea_flava
-73.23;6.1;Lejeunea_flava
-73.41;5.77;Lejeunea_flava
-72.24;6.09;Lejeunea_flava
-72.24;6.1;Lejeunea_flava
-72.24;6.1;Lejeunea_flava
-76.78;0.74;Lejeunea_flava
-76.1;1.62;Lejeunea_glaucescens
-73.76;4.54;Lejeunea_herminieri
-73.76;4.54;Lejeunea_herminieri
-73.72;4.53;Lejeunea_herminieri
-73.72;4.53;Lejeunea_herminieri
-72.89;7.02;Lejeunea_herminieri
-78.18;2.97;Lejeunea_herminieri
-78.18;2.97;Lejeunea_herminieri
-71.74;0.59;Lejeunea_immersa
-75.3;5.7;Lejeunea_inflexiloba
-75.3;5.7;Lejeunea_intricata
-76.95;2.75;Lejeunea_intricata
-76.58;3.67;Lejeunea_intricata
-75.62;4.83;Lejeunea_intricata
-76.68;3.67;Lejeunea_killipii
-76.27;3.87;Lejeunea_killipii
-76.48;7.25;Lejeunea_laeta
-73.76;11.25;Lejeunea_laeta
-75.88;2.75;Lejeunea_laeta
-73.92;3.25;Lejeunea_laeta
-75.9;5.35;Lejeunea_laeta
-75.56;7.89;Lejeunea_laetevirens
-75.56;7.9;Lejeunea_laetevirens
-73.6;10.5;Lejeunea_laetevirens
-76.04;5.41;Lejeunea_laetevirens
-76.05;5.42;Lejeunea_laetevirens
-75.57;4.85;Lejeunea_laetevirens
-75.57;4.85;Lejeunea_laetevirens
-75.7;4.93;Lejeunea_laetevirens
-73.44;6.18;Lejeunea_laetevirens
-73.42;6.18;Lejeunea_laetevirens
-73.99;5.95;Lejeunea_laetevirens
-72.24;6.1;Lejeunea_laetevirens
-76.03;2.58;Lejeunea_osculatiana
-76.17;2.42;Lejeunea_osculatiana
-76.28;4.47;Lejeunea_osculatiana
-75.9;2.38;Lejeunea_osculatiana
-73.37;5.72;Lejeunea_osculatiana
-73.83;4.22;Lejeunea_osculatiana
-75.9;5.35;Lejeunea_osculatiana
-75.58;4.83;Lejeunea_osculatiana
-75.1;6.22;Lejeunea_pallescens
-76.38;2.35;Lejeunea_pallescens
-76.6;1.92;Lejeunea_pallescens
-76.65;1.9;Lejeunea_pallescens
-76.65;1.9;Lejeunea_pallescens
-72.58;6;Lejeunea_pallescens
-72.58;6;Lejeunea_pallescens
-73.98;5.07;Lejeunea_pallescens
-74.33;4.98;Lejeunea_pallescens
-74.33;4.67;Lejeunea_pallescens
-73.95;4.95;Lejeunea_pallescens
-73.78;4.9;Lejeunea_pallescens
-74.27;4.45;Lejeunea_pallescens
-75.3;4.9;Lejeunea_pallescens
-75.3;4.9;Lejeunea_pallescens
-75.32;4.67;Lejeunea_pallescens
-75.08;4.7;Lejeunea_pallescens
-75.08;4.7;Lejeunea_pallescens
-75.08;4.7;Lejeunea_pallescens
-72.82;6.35;Lejeunea_pallescens
-74.07;4.58;Lejeunea_pallescens
-74.2;4.27;Lejeunea_pallescens
-74.1;11.13;Lejeunea_phyllobola
-74.08;11.11;Lejeunea_phyllobola
-74.08;11.12;Lejeunea_phyllobola
-76.1;1.6;Lejeunea_phyllobola
-76.1;1.61;Lejeunea_phyllobola
